2025-05-20 09:48:13,743 - INFO - Request: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0329 sec
2025-05-20 16:05:28,551 - INFO - Request #2: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.1161 sec
2025-05-20 16:05:28,578 - INFO - Request #3: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0261 sec
2025-05-20 16:05:28,720 - INFO - Request #4: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.1419 sec
2025-05-20 16:05:28,754 - INFO - Request #5: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0343 sec
2025-05-20 16:05:28,784 - INFO - Request #6: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0295 sec
2025-05-20 16:05:28,820 - INFO - Request #7: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0353 sec
2025-05-20 16:05:28,854 - INFO - Request #8: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0334 sec
2025-05-20 16:05:28,886 - INFO - Request #9: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0312 sec
2025-05-20 16:05:28,915 - INFO - Request #10: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0285 sec
2025-05-20 16:05:28,940 - INFO - Request #11: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0249 sec
2025-05-20 16:05:28,967 - INFO - Request #12: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0264 sec
2025-05-20 16:05:28,995 - INFO - Request #13: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0279 sec
2025-05-20 16:05:29,022 - INFO - Request #14: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0264 sec
2025-05-20 16:05:29,050 - INFO - Request #15: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0276 sec
2025-05-20 16:05:29,077 - INFO - Request #16: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0261 sec
2025-05-20 16:05:29,106 - INFO - Request #17: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0279 sec
2025-05-20 16:05:29,131 - INFO - Request #18: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0248 sec
2025-05-20 16:05:29,158 - INFO - Request #19: {'dataframe_split': {'columns': ['gender', 'SeniorCitizen', 'Partner', 'Dependents', 'tenure', 'PhoneService', 'MultipleLines', 'OnlineSecurity', 'OnlineBackup', 'DeviceProtection', 'TechSupport', 'StreamingTV', 'StreamingMovies', 'PaperlessBilling', 'MonthlyCharges', 'TotalCharges', 'InternetService_DSL', 'InternetService_Fiber optic', 'InternetService_No', 'Contract_Month-to-month', 'Contract_One year', 'Contract_Two year', 'PaymentMethod_Bank transfer (automatic)', 'PaymentMethod_Credit card (automatic)', 'PaymentMethod_Electronic check', 'PaymentMethod_Mailed check'], 'data': [[1, 1, 1, 0, 1.1643896396487294, 1, 1, 0, 0, 0, 0, 0, 0, 0, -1.322910085587596, -0.3448102578430522, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]]}}, Response: {'predictions': [0]}, Response Time: 0.0272 sec
